Complaint_ID,City,Latitude,Longitude,Complaint_Text,Fault_Type,Severity,Temperature_C,Hospitals_Nearby,Outage_Duration_Hrs
IRQ-KGL-50274,بابل,32.52185871858636,44.36491764724636,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,31,2,7
IRQ-KGL-50275,كربلاء,32.59226549277817,44.03702742460186,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,47,4,30
IRQ-KGL-50276,أربيل,36.23305327046036,43.99333610911351,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,46,3,12
IRQ-KGL-50277,أربيل,36.21222174272159,44.000493419654596,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,36,4,9
IRQ-KGL-50278,ذي قار,31.100886191657747,46.263431276641874,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,32,0,20
IRQ-KGL-50279,ذي قار,31.076411438102433,46.25378398206748,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,41,4,10
IRQ-KGL-50280,كربلاء,32.624824989742194,43.97654149008329,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,31,0,28
IRQ-KGL-50281,كربلاء,32.62203133634049,44.07119670925784,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,26,0,18
IRQ-KGL-50282,بغداد,33.261223820807786,44.342903289170756,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,35,1,15
IRQ-KGL-50283,النجف,32.05268022230082,44.31405700201426,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,45,3,31
IRQ-KGL-50284,النجف,32.01706949547651,44.3120050577775,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,44,2,26
IRQ-KGL-50285,بغداد,33.31378284937533,44.366257621454196,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,49,2,33
IRQ-KGL-50286,كركوك,35.4785969701059,44.31828413938435,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,29,1,14
IRQ-KGL-50287,ذي قار,31.089735853446314,46.329875523011125,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,51,4,34
IRQ-KGL-50288,بابل,32.45120943484357,44.46379805553269,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,45,1,6
IRQ-KGL-50289,البصرة,30.57606697145177,47.745761747777635,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,22,2,28
IRQ-KGL-50290,بابل,32.398914756539796,44.50463742899187,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,32,0,23
IRQ-KGL-50291,كربلاء,32.67450529842703,44.06660202426987,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,31,3,32
IRQ-KGL-50292,بغداد,33.38739979545209,44.40382205488531,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,26,0,33
IRQ-KGL-50293,كركوك,35.440167166755124,44.36744595856277,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,46,4,28
IRQ-KGL-50294,كركوك,35.48201303074168,44.41000777844639,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,46,0,29
IRQ-KGL-50295,ذي قار,31.02267155324548,46.1823623657167,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,26,2,33
IRQ-KGL-50296,بغداد,33.314558266521594,44.299502920481686,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,32,2,8
IRQ-KGL-50297,أربيل,36.259458846688226,44.08248915484411,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,47,3,21
IRQ-KGL-50298,كربلاء,32.62379583493288,44.08133804551831,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,36,3,22
IRQ-KGL-50299,كربلاء,32.60901926770616,44.079358236470576,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,23,4,16
IRQ-KGL-50300,بغداد,33.300599438379834,44.37624274707922,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,28,1,31
IRQ-KGL-50301,أربيل,36.18255312267491,43.95297608368379,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,47,3,34
IRQ-KGL-50302,البصرة,30.50145979245369,47.71887132072519,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,30,4,29
IRQ-KGL-50303,كربلاء,32.56686711937483,43.983564122410165,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,22,3,22
IRQ-KGL-50304,النجف,32.07466626845437,44.41438748054719,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,26,0,36
IRQ-KGL-50305,أربيل,36.16507442364075,43.98140060259438,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,48,1,12
IRQ-KGL-50306,بابل,32.52827571767083,44.44482568674741,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,50,2,7
IRQ-KGL-50307,كربلاء,32.6603504233646,43.94863650904117,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,33,1,14
IRQ-KGL-50308,ذي قار,31.085626057903777,46.180501647112585,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,40,3,5
IRQ-KGL-50309,النجف,32.077366273307724,44.37846790462133,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,39,2,18
IRQ-KGL-50310,كربلاء,32.630921692600914,44.04997290152685,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,49,2,14
IRQ-KGL-50311,كركوك,35.49471647226451,44.31455682744145,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,49,4,3
IRQ-KGL-50312,بابل,32.49100500924554,44.40316183472628,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,48,1,1
IRQ-KGL-50313,بغداد,33.27704684098877,44.44108693220379,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,48,1,29
IRQ-KGL-50314,بابل,32.473202014368034,44.384193488450876,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,38,2,32
IRQ-KGL-50315,ذي قار,30.997580826389644,46.26195737842008,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,28,3,29
IRQ-KGL-50316,البصرة,30.434254216707977,47.7751241828871,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,39,4,35
IRQ-KGL-50317,كركوك,35.49147211774887,44.38070798856291,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,25,4,24
IRQ-KGL-50318,كركوك,35.3932630719023,44.388457599009456,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,33,4,5
IRQ-KGL-50319,أربيل,36.119020796139615,43.98201236850242,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,35,3,12
IRQ-KGL-50320,كركوك,35.403436696248015,44.374563891919074,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,26,1,3
IRQ-KGL-50321,كربلاء,32.68686989309584,43.986136346690834,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,24,0,19
IRQ-KGL-50322,بغداد,33.3513992829767,44.34389268248336,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,33,3,15
IRQ-KGL-50323,أربيل,36.18929420057046,43.9515272467225,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,28,0,32
IRQ-KGL-50324,أربيل,36.21481686072299,43.96402918427511,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,27,4,14
IRQ-KGL-50325,أربيل,36.25821504455224,44.02371355833511,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,25,1,23
IRQ-KGL-50326,النجف,31.975302930166148,44.289841006355324,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,39,3,4
IRQ-KGL-50327,بابل,32.524432314276055,44.46655078702091,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,24,2,24
IRQ-KGL-50328,ذي قار,30.982540434469485,46.26162177592218,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,29,1,10
IRQ-KGL-50329,بابل,32.467659968266936,44.4948200424225,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,46,1,28
IRQ-KGL-50330,بغداد,33.237074439826564,44.40239608792907,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,43,4,26
IRQ-KGL-50331,بابل,32.44241071255791,44.41814923333632,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,33,4,3
IRQ-KGL-50332,ذي قار,31.13668408807737,46.2665539364564,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,39,0,7
IRQ-KGL-50333,البصرة,30.433920630564167,47.74198234567801,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,34,1,9
IRQ-KGL-50334,بابل,32.509214161535645,44.472505074428256,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,38,0,16
IRQ-KGL-50335,كركوك,35.51962190129776,44.4234425393642,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,36,1,32
IRQ-KGL-50336,البصرة,30.468889049054823,47.78272243441209,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,44,0,24
IRQ-KGL-50337,ذي قار,31.030203169171404,46.23764213177685,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,41,0,21
IRQ-KGL-50338,كركوك,35.508804930706724,44.342759912090635,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,47,4,12
IRQ-KGL-50339,بغداد,33.27662244557687,44.378472073872494,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,33,0,9
IRQ-KGL-50340,كركوك,35.45749489401481,44.349079127207176,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,35,4,27
IRQ-KGL-50341,النجف,32.07310043979295,44.392166480789186,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,30,2,21
IRQ-KGL-50342,أربيل,36.22084508982649,44.00122948259221,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,29,4,6
IRQ-KGL-50343,البصرة,30.56983687600922,47.70531286498351,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,31,1,2
IRQ-KGL-50344,ذي قار,31.10529379291456,46.18324628463185,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,36,2,15
IRQ-KGL-50345,بابل,32.53615666486546,44.49402657203801,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,49,2,21
IRQ-KGL-50346,بغداد,33.37365895415186,44.4230347107837,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,35,4,32
IRQ-KGL-50347,البصرة,30.525130854250794,47.85635771199463,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,25,0,30
IRQ-KGL-50348,ذي قار,31.02053917535517,46.28367710375674,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,32,1,22
IRQ-KGL-50349,ذي قار,31.105705802835168,46.31036943715778,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,42,4,27
IRQ-KGL-50350,بغداد,33.34514298503916,44.374352812293886,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,24,2,26
IRQ-KGL-50351,ذي قار,31.07191874701924,46.20448449592208,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,34,3,16
IRQ-KGL-50352,بابل,32.51433963180756,44.354206660952094,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,42,2,13
IRQ-KGL-50353,بابل,32.476730405072175,44.494140199721706,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,25,2,27
IRQ-KGL-50354,كركوك,35.46735053613398,44.462725175010334,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,27,0,24
IRQ-KGL-50355,النجف,31.987463725995376,44.42318178977713,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,41,1,1
IRQ-KGL-50356,ذي قار,31.006665040795713,46.292382884031205,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,47,3,32
IRQ-KGL-50357,البصرة,30.44991767320062,47.816161642893015,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,30,2,8
IRQ-KGL-50358,ذي قار,31.046804307416966,46.2127879305801,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,22,0,16
IRQ-KGL-50359,البصرة,30.535438768877942,47.859017133801764,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,38,1,12
IRQ-KGL-50360,كربلاء,32.57033936415057,44.009701377964376,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,49,2,8
IRQ-KGL-50361,النجف,32.065966134870116,44.38112294588923,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,26,4,29
IRQ-KGL-50362,بابل,32.5272256570859,44.44788337645374,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,30,2,23
IRQ-KGL-50363,كربلاء,32.56634818696684,43.962763387116915,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,47,3,13
IRQ-KGL-50364,ذي قار,31.00215237568295,46.280978356857226,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,34,0,16
IRQ-KGL-50365,بغداد,33.31449800201295,44.440937715104376,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,40,3,12
IRQ-KGL-50366,كربلاء,32.64017921099959,44.000882654137165,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,32,1,21
IRQ-KGL-50367,ذي قار,31.04340703877531,46.25516220226906,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,33,0,13
IRQ-KGL-50368,بغداد,33.321685455985254,44.33615043423379,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,44,0,2
IRQ-KGL-50369,بابل,32.40912335690806,44.504026466239885,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,33,2,30
IRQ-KGL-50370,أربيل,36.1163777259869,43.98917767826304,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,45,0,30
IRQ-KGL-50371,بابل,32.40006879358541,44.41184231554451,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,39,3,21
IRQ-KGL-50372,بابل,32.483099304956134,44.40167484878939,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,32,3,26
IRQ-KGL-50373,بابل,32.43715518031859,44.3517179078354,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,48,4,12
IRQ-KGL-50374,النجف,31.989487603061413,44.40037270289026,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,40,4,3
IRQ-KGL-50375,أربيل,36.20784010123775,43.95865981699783,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,33,2,36
IRQ-KGL-50376,أربيل,36.16888431086508,43.99339645584563,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,43,4,18
IRQ-KGL-50377,ذي قار,30.97838130471099,46.20742755933844,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,51,3,31
IRQ-KGL-50378,كربلاء,32.54724564126327,44.08826673793793,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,38,3,2
IRQ-KGL-50379,كربلاء,32.64498515029731,44.01045160675768,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,51,1,17
IRQ-KGL-50380,بغداد,33.26660554198556,44.330724804306264,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,27,4,32
IRQ-KGL-50381,ذي قار,30.98936734954777,46.21797444035457,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,46,3,6
IRQ-KGL-50382,بغداد,33.306875352854966,44.43815963234949,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,23,2,35
IRQ-KGL-50383,البصرة,30.53281479034011,47.73637395691334,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,51,2,13
IRQ-KGL-50384,البصرة,30.47366821080698,47.84208045487215,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,29,2,29
IRQ-KGL-50385,البصرة,30.50134543415745,47.80226477149918,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,36,3,5
IRQ-KGL-50386,كربلاء,32.53833226130517,43.97166342673913,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,40,3,29
IRQ-KGL-50387,ذي قار,31.082499294396506,46.249733286084165,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,49,0,13
IRQ-KGL-50388,كربلاء,32.565630424826516,43.97254381262122,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,27,3,25
IRQ-KGL-50389,النجف,31.946389326643477,44.348537429070014,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,32,1,9
IRQ-KGL-50390,كركوك,35.49734311010475,44.380596064103855,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,27,2,17
IRQ-KGL-50391,أربيل,36.16928061049947,44.00683443570544,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,42,0,35
IRQ-KGL-50392,ذي قار,31.105417915115872,46.20438395042973,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,47,0,7
IRQ-KGL-50393,البصرة,30.515647987062913,47.80566352307903,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,35,0,8
IRQ-KGL-50394,بغداد,33.26992086282047,44.311480901082504,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,38,1,4
IRQ-KGL-50395,النجف,32.09867938800359,44.27685575367447,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,34,3,16
IRQ-KGL-50396,بابل,32.43814910391755,44.38826806779596,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,22,3,21
IRQ-KGL-50397,بابل,32.470033005333136,44.49567218147903,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,29,1,36
IRQ-KGL-50398,بابل,32.45082566740036,44.474739898897234,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,42,1,1
IRQ-KGL-50399,بابل,32.470742960597654,44.446101024874345,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,22,2,13
IRQ-KGL-50400,ذي قار,31.00390647335599,46.31966996944382,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,37,0,16
IRQ-KGL-50401,ذي قار,31.092320815436956,46.22608179173268,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,29,0,36
IRQ-KGL-50402,ذي قار,31.07797528459192,46.17770370845042,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,28,2,5
IRQ-KGL-50403,النجف,31.99304977907252,44.38873423090406,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,43,0,6
IRQ-KGL-50404,بغداد,33.28705240149861,44.322945850755296,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,27,3,20
IRQ-KGL-50405,النجف,31.979992140752664,44.39851580186427,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,32,1,27
IRQ-KGL-50406,بغداد,33.268639415707646,44.33212236600282,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,34,0,10
IRQ-KGL-50407,البصرة,30.47448921470455,47.86068749287281,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,49,2,21
IRQ-KGL-50408,النجف,32.04184160247443,44.331691806104,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,28,2,34
IRQ-KGL-50409,ذي قار,31.02254019110609,46.18726213736778,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,34,0,25
IRQ-KGL-50410,بابل,32.52074904226787,44.50673561418354,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,26,1,8
IRQ-KGL-50411,النجف,31.955536057860915,44.316810602348305,عطل في المولد الفرعي للمحلة وانقطاع الخط المساعد,عطل فرعي,متوسط,49,2,2
IRQ-KGL-50412,بغداد,33.37341754066514,44.316169627661544,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,40,0,35
IRQ-KGL-50413,النجف,31.955348910712022,44.2727620049234,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,25,2,8
IRQ-KGL-50414,أربيل,36.12887252409056,44.01902456260167,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,50,0,32
IRQ-KGL-50415,كركوك,35.51761189872469,44.39436191684596,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,28,2,22
IRQ-KGL-50416,كربلاء,32.54111069709266,44.103262550417504,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,33,4,8
IRQ-KGL-50417,ذي قار,31.11276158804384,46.23736209490525,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,31,0,19
IRQ-KGL-50418,ذي قار,31.13588859302826,46.23823266752493,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,38,1,36
IRQ-KGL-50419,كربلاء,32.64788826928834,44.027416358936485,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,29,3,18
IRQ-KGL-50420,النجف,32.06885754367329,44.279998373129374,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,24,2,31
IRQ-KGL-50421,بغداد,33.26703625582248,44.38241207927032,انقطاع مفاجئ للتيار الكهربائي عن المنطقة بالكامل منذ ساعات,عطل شبكة رئيسية,عالي,42,3,15
IRQ-KGL-50422,بابل,32.42920188883207,44.43399320059127,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,36,4,29
IRQ-KGL-50423,بابل,32.496578597863,44.357606713330426,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,34,3,35
IRQ-KGL-50424,كربلاء,32.664616212727076,44.04159795110762,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,37,4,7
IRQ-KGL-50425,ذي قار,31.03644460797407,46.32987376143828,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,48,4,25
IRQ-KGL-50426,كركوك,35.53613262455585,44.45000367972533,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,44,3,36
IRQ-KGL-50427,كركوك,35.43819945638581,44.39444290927254,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,26,2,28
IRQ-KGL-50428,بغداد,33.237267273768005,44.40496279302997,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,35,0,14
IRQ-KGL-50429,أربيل,36.22497898097733,43.9601405357717,انقطاع مجدول حسب جدول التشغيل اليومي المعلن,صيانة مجدولة,منخفض,48,3,4
IRQ-KGL-50430,البصرة,30.557087609932672,47.83510195980144,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,37,4,17
IRQ-KGL-50431,كركوك,35.53055020810364,44.317889358261034,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,36,2,13
IRQ-KGL-50432,بغداد,33.290851310930556,44.30363908483039,تذبذب قوي في الفولتية وانخفاض الإضاءة واحتراق الأجهزة,تذبذب فولتية,متوسط,23,2,2
IRQ-KGL-50433,ذي قار,31.09962496567163,46.20678386216657,سقوط أسلاك كهربائية على الأرض في الشارع المزدحم,سقوط أسلاك,عالي جداً,33,1,30
IRQ-KGL-50434,النجف,32.008369083258124,44.32272064538197,حرق محولة بالحي ورائحة دخان متصاعدة في الشارع,حرق محولة,عالي جداً,50,4,16
IRQ-KGL-50435,ذي قار,31.08562614611107,46.20595459978049,احتراق الكيبل الرئيسي المغذي للعمارة السكنية,حرق كيبل,عالي,28,1,15
IRQ-KGL-50436,كربلاء,32.643821331238456,44.06406673107202,انفجار جوزة الكهرباء الرئيسية بالشارع العام,انفجار جوزة,عالي جداً,40,3,12
